tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_rankings,team_two_rankings,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-11,HSBC BWF World Tour Super 750,MS,Round of 32,2,2,FALSE,14-21,15-21,,Ka Long Angus Ng,Anthony Sinisuka Ginting,HKG,INA,11,10,29,42,4,4,0,3,3,3,0,1,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '7-8', '7-9', '8-9', '8-10', '8-11', '9-11', '9-12', '9-13', '9-14', '10-14', '11-14', '12-14', '12-15', '12-16', '12-17', '13-17', '13-18', '13-19', '14-19', '14-20', '14-21']",4,4,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '2-8', '3-8', '3-9', '3-10', '4-10', '4-11', '5-11', '6-11', '7-11', '8-11', '8-12', '8-13', '8-14', '8-15', '9-15', '9-16', '10-16', '11-16', '11-17', '11-18', '12-18', '12-19', '13-19', '14-19', '14-20', '15-20', '15-21']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-11,HSBC BWF World Tour Super 750,MS,Round of 32,2,3,FALSE,21-12,17-21,14-21,Tommy Sugiarto,Long Chen,INA,CHN,14,7,52,54,5,5,3,5,5,3,3,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '8-7', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '13-9', '14-9', '15-9', '16-9', '16-10', '17-10', '18-10', '19-10', '20-10', '20-11', '20-12', '21-12']",4,3,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '8-9', '9-9', '10-9', '10-10', '10-11', '11-11', '11-12', '12-12', '12-13', '13-13', '14-13', '14-14', '14-15', '14-16', '15-16', '15-17', '16-17', '16-18', '16-19', '16-20', '17-20', '17-21']",3,5,0,3,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '4-9', '4-10', '4-11', '5-11', '6-11', '6-12', '7-12', '8-12', '8-13', '8-14', '8-15', '9-15', '10-15', '11-15', '11-16', '11-17', '12-17', '12-18', '12-19', '12-20', '13-20', '14-20', '14-21']"
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-11,HSBC BWF World Tour Super 750,MS,Round of 32,1,2,FALSE,21-18,24-22,,Khosit Phetpradab,Yuqi Shi,THA,CHN,26,2,45,40,6,6,8,0,6,4,4,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '8-9', '9-9', '9-10', '10-10', '11-10', '11-11', '12-11', '12-12', '12-13', '13-13', '14-13', '15-13', '16-13', '17-13', '18-13', '18-14', '19-14', '19-15', '20-15', '20-16', '20-17', '20-18', '21-18']",6,6,4,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '1-6', '2-6', '3-6', '3-7', '3-8', '4-8', '4-9', '4-10', '4-11', '4-12', '5-12', '6-12', '7-12', '8-12', '8-13', '9-13', '9-14', '10-14', '11-14', '12-14', '12-15', '13-15', '13-16', '13-17', '14-17', '14-18', '14-19', '15-19', '16-19', '17-19', '18-19', '19-19', '20-19', '20-20', '21-20', '21-21', '22-21', '22-22', '23-22', '24-22']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-11,HSBC BWF World Tour Super 750,MS,Round of 32,1,2,FALSE,21-18,21-10,,Rasmus Gemke,Tanongsak Saensomboonsuk,DEN,THA,23,43,42,28,7,3,5,0,3,2,2,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '9-8', '9-9', '10-9', '11-9', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '16-11', '16-12', '17-12', '17-13', '17-14', '18-14', '18-15', '19-15', '19-16', '19-17', '20-17', '20-18', '21-18']",7,3,3,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '8-4', '9-4', '9-5', '10-5', '11-5', '12-5', '13-5', '14-5', '15-5', '16-5', '16-6', '16-7', '17-7', '18-7', '18-8', '19-8', '20-8', '20-9', '20-10', '21-10']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-11,HSBC BWF World Tour Super 750,MS,Round of 32,2,2,FALSE,14-21,17-21,,Tzu Wei Wang,Mark Caljouw,TPE,NED,18,32,31,42,4,8,0,2,3,3,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '3-6', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '11-12', '11-13', '12-13', '12-14', '12-15', '12-16', '13-16', '13-17', '13-18', '14-18', '14-19', '14-20', '14-21']",4,8,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '6-6', '7-6', '7-7', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16', '10-16', '10-17', '11-17', '12-17', '13-17', '13-18', '14-18', '14-19', '15-19', '16-19', '17-19', '17-20', '17-21']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-11,HSBC BWF World Tour Super 750,MS,Round of 32,1,3,FALSE,16-21,21-19,21-10,Dan Lin,Kantaphon Wangcharoen,CHN,THA,15,20,58,50,5,4,4,3,3,4,0,3,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '5-8', '5-9', '6-9', '6-10', '6-11', '6-12', '7-12', '8-12', '8-13', '8-14', '9-14', '9-15', '10-15', '11-15', '12-15', '12-16', '13-16', '13-17', '13-18', '14-18', '14-19', '14-20', '15-20', '16-20', '16-21']",5,4,3,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '5-6', '6-6', '7-6', '8-6', '9-6', '10-6', '10-7', '11-7', '11-8', '11-9', '12-9', '12-10', '13-10', '14-10', '14-11', '14-12', '14-13', '14-14', '15-14', '16-14', '17-14', '17-15', '17-16', '18-16', '19-16', '19-17', '20-17', '20-18', '20-19', '21-19']",5,4,1,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '8-6', '8-7', '9-7', '10-7', '10-8', '11-8', '12-8', '12-9', '13-9', '14-9', '15-9', '16-9', '16-10', '17-10', '18-10', '19-10', '20-10', '21-10']"
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-11,HSBC BWF World Tour Super 750,MS,Round of 32,1,2,FALSE,21-12,21-9,,Viktor Axelsen,Jen Hao Hsu,DEN,TPE,1,35,42,21,10,3,7,0,8,3,4,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '11-4', '12-4', '13-4', '14-4', '14-5', '15-5', '16-5', '16-6', '16-7', '17-7', '18-7', '18-8', '18-9', '19-9', '20-9', '20-10', '20-11', '20-12', '21-12']",10,3,3,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '10-6', '10-7', '11-7', '12-7', '13-7', '14-7', '15-7', '16-7', '17-7', '18-7', '19-7', '20-7', '20-8', '20-9', '21-9']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-11,HSBC BWF World Tour Super 750,MS,Round of 32,1,2,FALSE,21-18,21-17,,H. S. Prannoy,Jonatan Christie,IND,INA,13,12,42,35,6,4,4,0,4,3,1,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '9-10', '9-11', '9-12', '10-12', '10-13', '11-13', '11-14', '12-14', '13-14', '14-14', '14-15', '15-15', '16-15', '17-15', '17-16', '17-17', '17-18', '18-18', '19-18', '20-18', '21-18']",6,4,3,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '4-1', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '10-3', '10-4', '11-4', '12-4', '12-5', '13-5', '13-6', '13-7', '14-7', '14-8', '15-8', '16-8', '16-9', '16-10', '16-11', '16-12', '17-12', '17-13', '17-14', '18-14', '18-15', '19-15', '20-15', '20-16', '20-17', '21-17']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-11,HSBC BWF World Tour Super 750,MS,Round of 32,1,3,FALSE,21-18,20-22,21-10,Dong Keun Lee,Sameer Verma,KOR,IND,33,21,62,50,9,4,2,2,8,4,1,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '2-6', '3-6', '3-7', '3-8', '4-8', '4-9', '5-9', '5-10', '5-11', '5-12', '5-13', '6-13', '6-14', '6-15', '7-15', '8-15', '8-16', '9-16', '10-16', '11-16', '12-16', '13-16', '14-16', '15-16', '16-16', '16-17', '17-17', '18-17', '18-18', '19-18', '20-18', '21-18']",4,4,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '2-6', '2-7', '3-7', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '7-10', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '10-14', '11-14', '12-14', '13-14', '13-15', '13-16', '14-16', '15-16', '15-17', '16-17', '17-17', '17-18', '17-19', '18-19', '19-19', '19-20', '20-20', '20-21', '20-22']",9,4,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '8-1', '9-1', '10-1', '11-1', '11-2', '11-3', '11-4', '11-5', '12-5', '13-5', '13-6', '13-7', '14-7', '15-7', '15-8', '16-8', '17-8', '18-8', '19-8', '19-9', '19-10', '20-10', '21-10']"
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-11,HSBC BWF World Tour Super 750,MS,Round of 32,2,2,FALSE,13-21,15-21,,Yuxiang Huang,Srikanth Kidambi,CHN,IND,31,8,28,42,4,9,0,2,4,9,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '6-3', '6-4', '6-5', '6-6', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '11-10', '11-11', '11-12', '11-13', '11-14', '11-15', '11-16', '11-17', '12-17', '12-18', '12-19', '13-19', '13-20', '13-21']",2,6,0,1,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '10-10', '11-10', '11-11', '11-12', '11-13', '12-13', '13-13', '13-14', '13-15', '13-16', '13-17', '13-18', '13-19', '14-19', '15-19', '15-20', '15-21']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-13,HSBC BWF World Tour Super 750,MS,Round of 16,1,2,FALSE,21-16,21-18,,Kento Momota,Rasmus Gemke,JPN,DEN,4,23,42,34,8,5,6,0,8,3,3,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '7-2', '8-2', '9-2', '10-2', '11-2', '11-3', '11-4', '11-5', '12-5', '13-5', '13-6', '13-7', '13-8', '14-8', '14-9', '15-9', '15-10', '16-10', '17-10', '17-11', '17-12', '18-12', '19-12', '19-13', '19-14', '20-14', '20-15', '20-16', '21-16']",4,5,3,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '13-12', '13-13', '14-13', '15-13', '16-13', '17-13', '17-14', '17-15', '18-15', '18-16', '19-16', '20-16', '20-17', '20-18', '21-18']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-13,HSBC BWF World Tour Super 750,MS,Round of 16,1,2,FALSE,21-13,21-17,,Viktor Axelsen,Kenta Nishimoto,DEN,JPN,1,9,42,30,7,4,3,0,7,4,1,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '4-5', '4-6', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '9-11', '10-11', '11-11', '12-11', '13-11', '13-12', '14-12', '15-12', '16-12', '17-12', '18-12', '19-12', '19-13', '20-13', '21-13']",5,4,2,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '14-14', '15-14', '16-14', '16-15', '17-15', '17-16', '18-16', '19-16', '20-16', '20-17', '21-17']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-13,HSBC BWF World Tour Super 750,MS,Round of 16,2,2,FALSE,6-21,10-21,,Suppanyu Avihingsanon,Long Chen,THA,CHN,28,7,16,42,3,7,0,4,2,7,0,3,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '1-6', '1-7', '1-8', '1-9', '1-10', '1-11', '1-12', '2-12', '2-13', '2-14', '2-15', '2-16', '2-17', '3-17', '4-17', '4-18', '4-19', '4-20', '5-20', '6-20', '6-21']",3,6,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '0-6', '1-6', '1-7', '1-8', '1-9', '2-9', '3-9', '3-10', '4-10', '4-11', '5-11', '6-11', '6-12', '7-12', '7-13', '7-14', '7-15', '7-16', '8-16', '9-16', '10-16', '10-17', '10-18', '10-19', '10-20', '10-21']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-13,HSBC BWF World Tour Super 750,MS,Round of 16,2,3,FALSE,21-10,15-21,19-21,Tien Chen Chou,Dan Lin,TPE,CHN,5,15,55,52,10,5,2,2,10,2,2,0,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '5-5', '6-5', '7-5', '7-6', '8-6', '9-6', '10-6', '11-6', '12-6', '13-6', '14-6', '15-6', '16-6', '17-6', '17-7', '18-7', '18-8', '18-9', '19-9', '20-9', '20-10', '21-10']",3,5,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '2-8', '3-8', '4-8', '5-8', '5-9', '6-9', '7-9', '8-9', '8-10', '8-11', '8-12', '9-12', '9-13', '10-13', '11-13', '11-14', '11-15', '12-15', '13-15', '13-16', '14-16', '14-17', '14-18', '14-19', '15-19', '15-20', '15-21']",3,3,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '8-8', '9-8', '9-9', '9-10', '9-11', '10-11', '10-12', '10-13', '10-14', '11-14', '11-15', '12-15', '13-15', '13-16', '14-16', '15-16', '15-17', '16-17', '16-18', '17-18', '18-18', '18-19', '19-19', '19-20', '19-21']"
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-13,HSBC BWF World Tour Super 750,MS,Round of 16,1,2,FALSE,21-13,21-13,,Dong Keun Lee,Wan Ho Son,KOR,KOR,33,6,42,26,9,4,2,0,9,4,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '6-8', '6-9', '6-10', '7-10', '8-10', '9-10', '10-10', '11-10', '12-10', '13-10', '14-10', '15-10', '15-11', '16-11', '17-11', '18-11', '18-12', '19-12', '19-13', '20-13', '21-13']",8,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '4-1', '4-2', '5-2', '5-3', '6-3', '6-4', '6-5', '7-5', '8-5', '9-5', '9-6', '10-6', '10-7', '10-8', '11-8', '11-9', '12-9', '12-10', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '16-13', '17-13', '18-13', '19-13', '20-13', '21-13']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-13,HSBC BWF World Tour Super 750,MS,Round of 16,2,2,FALSE,14-21,18-21,,Mark Caljouw,Khosit Phetpradab,NED,THA,32,26,32,42,5,5,0,8,5,5,0,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '2-8', '3-8', '3-9', '3-10', '4-10', '4-11', '5-11', '5-12', '5-13', '5-14', '6-14', '7-14', '8-14', '9-14', '10-14', '10-15', '10-16', '11-16', '11-17', '11-18', '12-18', '13-18', '13-19', '13-20', '14-20', '14-21']",5,4,0,6,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '10-12', '10-13', '10-14', '11-14', '11-15', '12-15', '12-16', '13-16', '13-17', '13-18', '13-19', '13-20', '14-20', '15-20', '16-20', '17-20', '18-20', '18-21']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-13,HSBC BWF World Tour Super 750,MS,Round of 16,2,2,FALSE,15-21,14-21,,Wing Ki Vincent Wong,Srikanth Kidambi,HKG,IND,27,8,29,42,5,7,0,3,4,7,0,2,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '6-10', '6-11', '7-11', '8-11', '9-11', '10-11', '10-12', '10-13', '10-14', '11-14', '12-14', '12-15', '13-15', '13-16', '13-17', '13-18', '14-18', '14-19', '14-20', '15-20', '15-21']",5,4,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '5-8', '5-9', '5-10', '5-11', '6-11', '7-11', '7-12', '7-13', '7-14', '8-14', '8-15', '8-16', '8-17', '8-18', '9-18', '9-19', '10-19', '11-19', '12-19', '13-19', '14-19', '14-20', '14-21']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-13,HSBC BWF World Tour Super 750,MS,Round of 16,1,2,FALSE,21-14,21-17,,Anthony Sinisuka Ginting,H. S. Prannoy,INA,IND,10,13,42,31,5,5,2,0,5,4,1,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '4-1', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '7-5', '7-6', '7-7', '7-8', '7-9', '8-9', '8-10', '9-10', '10-10', '10-11', '10-12', '11-12', '12-12', '13-12', '14-12', '15-12', '15-13', '16-13', '17-13', '17-14', '18-14', '19-14', '20-14', '21-14']",4,5,1,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '4-4', '4-5', '4-6', '4-7', '5-7', '5-8', '6-8', '6-9', '7-9', '8-9', '9-9', '10-9', '10-10', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '14-13', '15-13', '15-14', '15-15', '16-15', '17-15', '18-15', '19-15', '19-16', '19-17', '20-17', '21-17']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-14,HSBC BWF World Tour Super 750,MS,Quarter final,1,2,FALSE,21-8,21-10,,Kento Momota,Dan Lin,JPN,CHN,4,15,42,18,8,4,2,0,8,4,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '11-3', '11-4', '12-4', '13-4', '14-4', '15-4', '16-4', '17-4', '17-5', '17-6', '17-7', '17-8', '18-8', '19-8', '20-8', '21-8']",5,3,1,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '4-1', '5-1', '6-1', '7-1', '7-2', '8-2', '8-3', '9-3', '9-4', '9-5', '10-5', '11-5', '12-5', '13-5', '13-6', '14-6', '15-6', '16-6', '16-7', '17-7', '18-7', '19-7', '19-8', '19-9', '19-10', '20-10', '21-10']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-14,HSBC BWF World Tour Super 750,MS,Quarter final,1,2,FALSE,21-17,21-15,,Viktor Axelsen,Anthony Sinisuka Ginting,DEN,INA,1,10,42,32,4,3,3,0,4,3,2,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '11-9', '12-9', '12-10', '13-10', '13-11', '14-11', '14-12', '15-12', '16-12', '16-13', '17-13', '18-13', '18-14', '18-15', '19-15', '19-16', '20-16', '20-17', '21-17']",4,3,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '10-10', '10-11', '11-11', '12-11', '12-12', '13-12', '14-12', '15-12', '15-13', '15-14', '16-14', '17-14', '17-15', '18-15', '19-15', '20-15', '21-15']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-14,HSBC BWF World Tour Super 750,MS,Quarter final,2,3,FALSE,21-19,16-21,18-21,Srikanth Kidambi,Dong Keun Lee,IND,KOR,8,33,55,61,5,7,1,2,5,3,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '12-10', '13-10', '13-11', '14-11', '14-12', '15-12', '15-13', '15-14', '16-14', '17-14', '17-15', '17-16', '18-16', '18-17', '19-17', '19-18', '19-19', '20-19', '21-19']",4,7,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '5-10', '5-11', '5-12', '6-12', '6-13', '7-13', '7-14', '8-14', '9-14', '10-14', '11-14', '11-15', '12-15', '12-16', '12-17', '13-17', '14-17', '14-18', '15-18', '16-18', '16-19', '16-20', '16-21']",4,3,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '4-5', '4-6', '5-6', '5-7', '5-8', '6-8', '6-9', '7-9', '8-9', '9-9', '9-10', '9-11', '9-12', '10-12', '11-12', '12-12', '13-12', '13-13', '14-13', '14-14', '15-14', '15-15', '15-16', '15-17', '16-17', '16-18', '16-19', '17-19', '18-19', '18-20', '18-21']"
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-14,HSBC BWF World Tour Super 750,MS,Quarter final,2,2,FALSE,19-21,22-24,,Long Chen,Khosit Phetpradab,CHN,THA,7,26,41,45,4,9,1,7,4,9,0,3,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '8-7', '9-7', '10-7', '10-8', '11-8', '12-8', '13-8', '13-9', '13-10', '14-10', '15-10', '16-10', '16-11', '17-11', '17-12', '17-13', '17-14', '17-15', '17-16', '17-17', '17-18', '17-19', '17-20', '18-20', '19-20', '19-21']",3,5,1,4,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '6-6', '7-6', '8-6', '9-6', '9-7', '9-8', '9-9', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '12-13', '12-14', '12-15', '13-15', '13-16', '13-17', '13-18', '14-18', '15-18', '15-19', '16-19', '17-19', '18-19', '18-20', '19-20', '20-20', '21-20', '21-21', '21-22', '22-22', '22-23', '22-24']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-15,HSBC BWF World Tour Super 750,MS,Semi final,2,2,FALSE,18-21,11-21,,Viktor Axelsen,Kento Momota,DEN,JPN,1,4,29,42,3,6,0,2,3,6,0,1,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '9-11', '10-11', '11-11', '11-12', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '17-13', '17-14', '17-15', '17-16', '17-17', '17-18', '17-19', '18-19', '18-20', '18-21']",3,6,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '2-3', '2-4', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '8-9', '8-10', '8-11', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16', '9-17', '10-17', '10-18', '11-18', '11-19', '11-20', '11-21']",NA,NA,NA,NA,[]
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-15,HSBC BWF World Tour Super 750,MS,Semi final,2,2,FALSE,12-21,16-21,,Dong Keun Lee,Khosit Phetpradab,KOR,THA,33,26,28,42,6,6,0,2,4,5,0,1,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '1-5', '1-6', '1-7', '2-7', '2-8', '2-9', '2-10', '3-10', '3-11', '4-11', '5-11', '6-11', '6-12', '6-13', '6-14', '7-14', '8-14', '9-14', '10-14', '10-15', '11-15', '11-16', '12-16', '12-17', '12-18', '12-19', '12-20', '12-21']",6,4,0,1,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '5-7', '6-7', '7-7', '8-7', '9-7', '9-8', '10-8', '11-8', '12-8', '12-9', '12-10', '12-11', '12-12', '13-12', '13-13', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '16-17', '16-18', '16-19', '16-20', '16-21']",NA,NA,NA,NA,[]
