tournament,city,country,date,tournament_type,discipline,round,winner,nb_sets,retired,game_1_score,game_2_score,game_3_score,team_one_players,team_two_players,team_one_nationalities,team_two_nationalities,team_one_rankings,team_two_rankings,team_one_total_points,team_two_total_points,team_one_most_consecutive_points,team_two_most_consecutive_points,team_one_game_points,team_two_game_points,team_one_most_consecutive_points_game_1,team_two_most_consecutive_points_game_1,team_one_game_points_game_1,team_two_game_points_game_1,game_1_scores,team_one_most_consecutive_points_game_2,team_two_most_consecutive_points_game_2,team_one_game_points_game_2,team_two_game_points_game_2,game_2_scores,team_one_most_consecutive_points_game_3,team_two_most_consecutive_points_game_3,team_one_game_points_game_3,team_two_game_points_game_3,game_3_scores
DAIHATSU YONEX Japan Open 2018,Tokyo,Japan,2018-09-16,HSBC BWF World Tour Super 750,MS,Final,1,2,FALSE,21-14,21-11,,Kento Momota,Khosit Phetpradab,JPN,THA,4,26,42,25,7,3,2,0,5,3,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '9-8', '10-8', '11-8', '12-8', '12-9', '13-9', '13-10', '13-11', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '17-14', '18-14', '19-14', '20-14', '21-14']",7,2,1,0,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '5-4', '5-5', '6-5', '7-5', '8-5', '8-6', '8-7', '9-7', '9-8', '9-9', '10-9', '11-9', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '21-11']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,2,3,FALSE,22-20,14-21,20-22,Ferneel Hazael Sompie,Herdian Muhamad Labib,INA,INA,NA,NA,56,63,5,12,5,6,3,4,5,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '7-5', '7-6', '7-7', '8-7', '8-8', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '14-12', '14-13', '15-13', '16-13', '16-14', '17-14', '17-15', '18-15', '19-15', '19-16', '20-16', '20-17', '20-18', '20-19', '20-20', '21-20', '22-20']",5,12,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '3-5', '3-6', '4-6', '5-6', '6-6', '7-6', '8-6', '8-7', '9-7', '9-8', '9-9', '9-10', '9-11', '9-12', '9-13', '9-14', '9-15', '9-16', '9-17', '9-18', '9-19', '10-19', '11-19', '12-19', '13-19', '13-20', '14-20', '14-21']",3,4,0,4,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '3-7', '4-7', '4-8', '4-9', '5-9', '5-10', '6-10', '6-11', '7-11', '7-12', '8-12', '9-12', '10-12', '10-13', '11-13', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '15-16', '15-17', '16-17', '16-18', '17-18', '17-19', '17-20', '18-20', '19-20', '20-20', '20-21', '20-22']"
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,2,2,FALSE,12-21,10-21,,Eveshgaran Vasigaran,Bobby Setiabudi,MAS,INA,518,NA,22,42,2,7,0,2,2,7,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '6-14', '7-14', '7-15', '8-15', '8-16', '8-17', '9-17', '10-17', '10-18', '10-19', '11-19', '12-19', '12-20', '12-21']",2,7,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '4-5', '4-6', '4-7', '4-8', '4-9', '4-10', '5-10', '5-11', '5-12', '6-12', '7-12', '7-13', '7-14', '7-15', '7-16', '8-16', '8-17', '8-18', '9-18', '10-18', '10-19', '10-20', '10-21']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,2,2,FALSE,17-21,14-21,,Muh. Asqar Harianto,Muhammad Rehan Diaz,INA,INA,NA,926,31,42,4,4,0,4,4,4,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '3-9', '4-9', '5-9', '5-10', '6-10', '6-11', '7-11', '7-12', '8-12', '9-12', '9-13', '9-14', '10-14', '10-15', '11-15', '11-16', '12-16', '13-16', '14-16', '15-16', '15-17', '16-17', '16-18', '16-19', '17-19', '17-20', '17-21']",3,4,0,3,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '5-5', '5-6', '5-7', '5-8', '5-9', '6-9', '7-9', '7-10', '7-11', '7-12', '8-12', '8-13', '9-13', '9-14', '10-14', '11-14', '11-15', '11-16', '12-16', '12-17', '12-18', '12-19', '12-20', '13-20', '14-20', '14-21']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,2,2,FALSE,12-21,11-21,,Syahzlan Hazwan Salleh,Muhammad Aldo Apriyandi,MAS,INA,1536,NA,23,42,4,5,0,2,4,5,0,1,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '2-8', '2-9', '3-9', '3-10', '3-11', '3-12', '4-12', '5-12', '6-12', '7-12', '7-13', '7-14', '7-15', '8-15', '9-15', '10-15', '10-16', '10-17', '10-18', '10-19', '11-19', '12-19', '12-20', '12-21']",2,5,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '1-5', '2-5', '3-5', '3-6', '3-7', '4-7', '5-7', '5-8', '5-9', '6-9', '6-10', '7-10', '7-11', '7-12', '7-13', '7-14', '8-14', '9-14', '9-15', '10-15', '10-16', '10-17', '10-18', '11-18', '11-19', '11-20', '11-21']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,2,2,FALSE,12-21,13-21,,Putra Suntana,Datu Mohd Saffuan Nizam Sardik,INA,MAS,NA,1108,25,42,3,6,0,4,3,4,0,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '5-5', '5-6', '5-7', '5-8', '6-8', '6-9', '6-10', '6-11', '6-12', '7-12', '7-13', '7-14', '8-14', '9-14', '9-15', '9-16', '9-17', '9-18', '10-18', '10-19', '11-19', '11-20', '12-20', '12-21']",3,6,0,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '4-5', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '7-9', '7-10', '7-11', '7-12', '7-13', '7-14', '8-14', '8-15', '9-15', '9-16', '10-16', '11-16', '12-16', '12-17', '12-18', '12-19', '12-20', '13-20', '13-21']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,1,3,FALSE,21-19,15-21,21-18,Thanh Long Truong,Daniel Hardiana Octavianus,VIE,INA,640,1083,57,58,7,6,5,2,4,4,2,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '5-3', '5-4', '5-5', '5-6', '6-6', '6-7', '7-7', '8-7', '9-7', '10-7', '10-8', '10-9', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '14-12', '15-12', '16-12', '16-13', '17-13', '18-13', '18-14', '19-14', '19-15', '19-16', '19-17', '19-18', '20-18', '20-19', '21-19']",3,6,0,2,"['0-0', '0-1', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '3-6', '4-6', '4-7', '5-7', '6-7', '6-8', '6-9', '6-10', '6-11', '6-12', '6-13', '7-13', '7-14', '8-14', '9-14', '9-15', '9-16', '10-16', '10-17', '11-17', '11-18', '12-18', '13-18', '14-18', '14-19', '14-20', '15-20', '15-21']",7,2,3,0,"['0-0', '0-1', '1-1', '2-1', '3-1', '3-2', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '6-8', '7-8', '7-9', '8-9', '8-10', '9-10', '10-10', '11-10', '12-10', '13-10', '14-10', '15-10', '15-11', '15-12', '16-12', '17-12', '17-13', '17-14', '18-14', '18-15', '19-15', '19-16', '20-16', '20-17', '20-18', '21-18']"
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,2,2,FALSE,16-21,14-21,,Gilang Abdillah Imaduddin,Muhammad Febriansyah,INA,INA,NA,657,30,42,3,8,0,4,2,8,0,2,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '1-5', '1-6', '1-7', '1-8', '1-9', '1-10', '2-10', '2-11', '3-11', '3-12', '4-12', '4-13', '5-13', '6-13', '6-14', '7-14', '8-14', '8-15', '9-15', '10-15', '10-16', '11-16', '12-16', '12-17', '12-18', '13-18', '14-18', '14-19', '15-19', '15-20', '16-20', '16-21']",3,4,0,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '3-4', '3-5', '4-5', '4-6', '4-7', '4-8', '4-9', '5-9', '6-9', '6-10', '6-11', '7-11', '8-11', '8-12', '8-13', '9-13', '9-14', '10-14', '10-15', '10-16', '10-17', '11-17', '12-17', '13-17', '13-18', '13-19', '13-20', '14-20', '14-21']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,1,2,FALSE,21-17,21-11,,Riyanto Subagja,Farid Pramadita Gunawan,INA,INA,769,NA,42,28,7,3,2,0,3,3,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '6-3', '6-4', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '10-8', '10-9', '10-10', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '15-12', '16-12', '16-13', '16-14', '16-15', '17-15', '18-15', '18-16', '19-16', '19-17', '20-17', '21-17']",7,3,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '8-6', '9-6', '10-6', '10-7', '10-8', '10-9', '11-9', '11-10', '12-10', '13-10', '14-10', '14-11', '15-11', '16-11', '17-11', '18-11', '19-11', '20-11', '21-11']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,2,2,FALSE,14-21,12-21,,Dean Bencha Wijaya,Yonathan Ramlie,INA,INA,1070,599,26,42,3,6,0,4,3,6,0,3,"['0-0', '0-1', '0-2', '0-3', '0-4', '1-4', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '4-8', '4-9', '4-10', '4-11', '4-12', '5-12', '6-12', '7-12', '7-13', '8-13', '8-14', '9-14', '9-15', '9-16', '10-16', '11-16', '11-17', '11-18', '11-19', '12-19', '12-20', '13-20', '14-20', '14-21']",2,5,0,1,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '3-4', '4-4', '4-5', '5-5', '5-6', '5-7', '5-8', '6-8', '6-9', '7-9', '8-9', '8-10', '8-11', '8-12', '8-13', '8-14', '9-14', '9-15', '10-15', '10-16', '10-17', '10-18', '10-19', '11-19', '12-19', '12-20', '12-21']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,1,2,FALSE,21-15,21-13,,Bagas Kristianto Nugroho,Hong Wei Ye,INA,TPE,769,925,42,28,5,5,3,0,3,5,1,0,"['0-0', '1-0', '1-1', '2-1', '3-1', '3-2', '4-2', '5-2', '6-2', '6-3', '7-3', '7-4', '7-5', '7-6', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '11-9', '11-10', '12-10', '12-11', '13-11', '14-11', '14-12', '15-12', '16-12', '17-12', '17-13', '18-13', '19-13', '19-14', '19-15', '20-15', '21-15']",5,2,2,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '5-2', '6-2', '7-2', '7-3', '7-4', '8-4', '8-5', '9-5', '9-6', '10-6', '11-6', '12-6', '12-7', '13-7', '13-8', '14-8', '15-8', '16-8', '16-9', '17-9', '17-10', '18-10', '19-10', '19-11', '19-12', '20-12', '20-13', '21-13']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,1,3,FALSE,19-21,21-9,21-18,Christian Adinata,Auditya Alpha Hidayat,INA,INA,NA,657,61,48,7,4,5,1,3,3,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '4-4', '5-4', '6-4', '7-4', '7-5', '7-6', '7-7', '8-7', '8-8', '9-8', '10-8', '10-9', '11-9', '11-10', '11-11', '12-11', '12-12', '12-13', '13-13', '14-13', '14-14', '14-15', '15-15', '16-15', '16-16', '16-17', '17-17', '18-17', '18-18', '19-18', '19-19', '19-20', '19-21']",7,2,2,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '9-3', '10-3', '10-4', '10-5', '11-5', '12-5', '13-5', '14-5', '14-6', '15-6', '16-6', '16-7', '17-7', '18-7', '19-7', '19-8', '20-8', '20-9', '21-9']",6,4,3,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '9-4', '10-4', '11-4', '12-4', '12-5', '12-6', '12-7', '13-7', '14-7', '14-8', '14-9', '14-10', '15-10', '16-10', '16-11', '16-12', '16-13', '16-14', '17-14', '17-15', '18-15', '18-16', '19-16', '20-16', '20-17', '20-18', '21-18']"
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,1,2,FALSE,21-19,21-14,,Abdul Kadir Zailani,Aldy Firmanda,INA,INA,937,NA,42,33,5,3,4,0,4,3,2,0,"['0-0', '0-1', '0-2', '1-2', '2-2', '2-3', '3-3', '3-4', '4-4', '5-4', '6-4', '7-4', '7-5', '8-5', '8-6', '8-7', '9-7', '9-8', '10-8', '11-8', '11-9', '12-9', '12-10', '12-11', '12-12', '13-12', '13-13', '14-13', '15-13', '15-14', '16-14', '16-15', '16-16', '16-17', '17-17', '17-18', '18-18', '19-18', '20-18', '20-19', '21-19']",5,2,2,0,"['0-0', '0-1', '1-1', '2-1', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '6-4', '7-4', '8-4', '9-4', '10-4', '10-5', '11-5', '11-6', '12-6', '12-7', '13-7', '14-7', '14-8', '15-8', '15-9', '15-10', '16-10', '16-11', '17-11', '17-12', '18-12', '19-12', '19-13', '20-13', '20-14', '21-14']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,1,2,FALSE,21-16,21-17,,Isna Sakti Maulana Mustaqim Mustaqim,Andrew Susanto,INA,INA,NA,706,42,33,5,4,2,0,5,3,1,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '1-5', '1-6', '2-6', '2-7', '2-8', '3-8', '4-8', '4-9', '5-9', '6-9', '7-9', '7-10', '7-11', '8-11', '9-11', '10-11', '11-11', '11-12', '11-13', '12-13', '13-13', '13-14', '14-14', '15-14', '16-14', '17-14', '18-14', '18-15', '18-16', '19-16', '20-16', '21-16']",4,4,1,0,"['0-0', '1-0', '1-1', '1-2', '1-3', '1-4', '2-4', '2-5', '2-6', '3-6', '4-6', '5-6', '5-7', '6-7', '7-7', '8-7', '8-8', '8-9', '9-9', '10-9', '10-10', '10-11', '11-11', '12-11', '12-12', '12-13', '13-13', '14-13', '15-13', '16-13', '16-14', '16-15', '17-15', '18-15', '18-16', '18-17', '19-17', '20-17', '21-17']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 32,2,2,FALSE,17-21,10-21,,Muh. Azahbru B Karsa,Syabda Perkasa Belawa,INA,INA,NA,NA,27,42,3,5,0,3,3,3,0,1,"['0-0', '0-1', '0-2', '1-2', '1-3', '1-4', '2-4', '2-5', '3-5', '4-5', '4-6', '4-7', '5-7', '6-7', '6-8', '7-8', '7-9', '8-9', '9-9', '9-10', '9-11', '9-12', '10-12', '10-13', '10-14', '10-15', '11-15', '11-16', '12-16', '13-16', '13-17', '13-18', '14-18', '14-19', '15-19', '16-19', '17-19', '17-20', '17-21']",2,4,0,2,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '3-5', '3-6', '3-7', '3-8', '3-9', '4-9', '4-10', '4-11', '5-11', '5-12', '5-13', '6-13', '6-14', '6-15', '7-15', '7-16', '7-17', '7-18', '7-19', '8-19', '9-19', '9-20', '10-20', '10-21']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 16,2,3,FALSE,21-23,21-15,19-21,Bobby Setiabudi,Muhammad Rehan Diaz,INA,INA,NA,926,61,59,7,6,4,3,7,4,1,2,"['0-0', '0-1', '0-2', '1-2', '1-3', '2-3', '3-3', '4-3', '5-3', '6-3', '7-3', '8-3', '8-4', '8-5', '9-5', '9-6', '9-7', '10-7', '10-8', '10-9', '11-9', '11-10', '12-10', '12-11', '13-11', '13-12', '13-13', '13-14', '13-15', '14-15', '14-16', '15-16', '15-17', '16-17', '17-17', '18-17', '18-18', '19-18', '19-19', '20-19', '20-20', '20-21', '21-21', '21-22', '21-23']",5,3,3,0,"['0-0', '1-0', '2-0', '2-1', '3-1', '3-2', '4-2', '4-3', '4-4', '4-5', '5-5', '6-5', '7-5', '8-5', '9-5', '9-6', '9-7', '10-7', '11-7', '12-7', '13-7', '13-8', '14-8', '15-8', '16-8', '16-9', '16-10', '17-10', '18-10', '18-11', '18-12', '18-13', '19-13', '20-13', '20-14', '20-15', '21-15']",4,6,0,1,"['0-0', '1-0', '1-1', '1-2', '2-2', '3-2', '4-2', '4-3', '5-3', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '9-8', '9-9', '10-9', '11-9', '12-9', '13-9', '13-10', '14-10', '15-10', '15-11', '16-11', '16-12', '16-13', '16-14', '16-15', '16-16', '16-17', '17-17', '18-17', '18-18', '18-19', '19-19', '19-20', '19-21']"
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 16,1,2,FALSE,21-14,21-16,,Bagas Kristianto Nugroho,Christian Adinata,INA,INA,769,NA,42,30,5,4,2,0,5,3,1,0,"['0-0', '1-0', '2-0', '3-0', '3-1', '3-2', '3-3', '4-3', '4-4', '5-4', '6-4', '6-5', '7-5', '7-6', '8-6', '8-7', '8-8', '9-8', '9-9', '10-9', '11-9', '12-9', '12-10', '13-10', '14-10', '15-10', '16-10', '17-10', '17-11', '17-12', '18-12', '19-12', '19-13', '19-14', '20-14', '21-14']",4,4,1,0,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '7-5', '7-6', '8-6', '8-7', '9-7', '10-7', '11-7', '11-8', '12-8', '13-8', '13-9', '13-10', '13-11', '14-11', '15-11', '16-11', '17-11', '17-12', '18-12', '19-12', '19-13', '19-14', '19-15', '19-16', '20-16', '21-16']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 16,1,3,FALSE,18-21,21-18,21-19,Syabda Perkasa Belawa,Rezha Akbar Raja Husain,INA,INA,NA,1125,60,58,5,7,2,1,4,3,0,1,"['0-0', '1-0', '2-0', '2-1', '2-2', '2-3', '3-3', '4-3', '4-4', '5-4', '5-5', '6-5', '6-6', '6-7', '6-8', '7-8', '7-9', '7-10', '8-10', '9-10', '10-10', '11-10', '11-11', '12-11', '12-12', '13-12', '13-13', '14-13', '14-14', '14-15', '15-15', '15-16', '15-17', '16-17', '16-18', '17-18', '17-19', '18-19', '18-20', '18-21']",5,5,1,0,"['0-0', '0-1', '0-2', '0-3', '0-4', '0-5', '1-5', '1-6', '2-6', '3-6', '4-6', '5-6', '6-6', '6-7', '6-8', '6-9', '7-9', '8-9', '9-9', '9-10', '9-11', '10-11', '10-12', '11-12', '12-12', '13-12', '14-12', '14-13', '15-13', '15-14', '15-15', '15-16', '16-16', '16-17', '17-17', '17-18', '18-18', '19-18', '20-18', '21-18']",3,5,1,0,"['0-0', '1-0', '1-1', '1-2', '2-2', '2-3', '3-3', '4-3', '5-3', '5-4', '6-4', '6-5', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '10-9', '10-10', '10-11', '10-12', '10-13', '10-14', '11-14', '12-14', '13-14', '13-15', '13-16', '14-16', '15-16', '15-17', '16-17', '16-18', '17-18', '18-18', '19-18', '19-19', '20-19', '21-19']"
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 16,2,3,FALSE,21-19,16-21,14-21,Muhammad Aldo Apriyandi,Muhammad Febriansyah,INA,INA,NA,657,51,61,6,4,2,5,6,4,2,0,"['0-0', '1-0', '2-0', '3-0', '4-0', '5-0', '6-0', '6-1', '7-1', '8-1', '8-2', '8-3', '9-3', '10-3', '10-4', '10-5', '10-6', '10-7', '11-7', '11-8', '12-8', '13-8', '13-9', '13-10', '13-11', '13-12', '14-12', '15-12', '15-13', '15-14', '16-14', '17-14', '17-15', '17-16', '18-16', '18-17', '18-18', '19-18', '20-18', '20-19', '21-19']",2,4,0,2,"['0-0', '0-1', '1-1', '2-1', '2-2', '2-3', '2-4', '2-5', '3-5', '3-6', '4-6', '5-6', '5-7', '6-7', '7-7', '7-8', '8-8', '8-9', '9-9', '9-10', '9-11', '9-12', '10-12', '11-12', '11-13', '12-13', '13-13', '13-14', '13-15', '14-15', '14-16', '14-17', '15-17', '15-18', '15-19', '15-20', '16-20', '16-21']",4,3,0,3,"['0-0', '0-1', '1-1', '1-2', '2-2', '3-2', '4-2', '5-2', '5-3', '5-4', '5-5', '6-5', '6-6', '6-7', '7-7', '7-8', '7-9', '7-10', '8-10', '8-11', '8-12', '9-12', '9-13', '9-14', '10-14', '10-15', '10-16', '10-17', '11-17', '11-18', '12-18', '12-19', '12-20', '13-20', '14-20', '14-21']"
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 16,2,2,FALSE,11-21,14-21,,Datu Mohd Saffuan Nizam Sardik,Yonathan Ramlie,MAS,INA,1108,599,25,42,3,5,0,4,3,5,0,1,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '3-7', '3-8', '4-8', '4-9', '4-10', '4-11', '4-12', '4-13', '5-13', '6-13', '6-14', '7-14', '8-14', '9-14', '9-15', '9-16', '9-17', '9-18', '10-18', '11-18', '11-19', '11-20', '11-21']",2,3,0,3,"['0-0', '1-0', '1-1', '2-1', '2-2', '2-3', '2-4', '3-4', '3-5', '3-6', '4-6', '4-7', '5-7', '6-7', '6-8', '7-8', '7-9', '7-10', '7-11', '8-11', '8-12', '8-13', '9-13', '9-14', '9-15', '9-16', '10-16', '10-17', '11-17', '11-18', '12-18', '12-19', '12-20', '13-20', '14-20', '14-21']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 16,2,2,FALSE,18-21,13-21,,Thanh Long Truong,Abdul Kadir Zailani,VIE,INA,640,937,31,42,4,6,0,4,4,6,0,3,"['0-0', '1-0', '1-1', '1-2', '1-3', '2-3', '3-3', '4-3', '4-4', '4-5', '5-5', '5-6', '6-6', '6-7', '7-7', '7-8', '8-8', '8-9', '8-10', '9-10', '10-10', '11-10', '11-11', '11-12', '11-13', '12-13', '12-14', '12-15', '12-16', '12-17', '12-18', '12-19', '13-19', '14-19', '15-19', '16-19', '16-20', '17-20', '18-20', '18-21']",4,4,0,1,"['0-0', '0-1', '0-2', '1-2', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '4-6', '4-7', '5-7', '6-7', '7-7', '8-7', '8-8', '8-9', '9-9', '10-9', '10-10', '10-11', '10-12', '10-13', '11-13', '11-14', '11-15', '11-16', '12-16', '12-17', '12-18', '12-19', '13-19', '13-20', '13-21']",NA,NA,NA,NA,[]
Bangka Belitung Indonesia Masters 2018,Pangkalpinang,Indonesia,2018-09-18,BWF Tour Super 100,MS,Qualification round of 16,1,2,FALSE,21-19,21-16,,Riyanto Subagja,Herdian Muhamad Labib,INA,INA,769,NA,42,35,7,4,2,0,4,3,1,0,"['0-0', '0-1', '0-2', '0-3', '1-3', '1-4', '2-4', '2-5', '2-6', '2-7', '3-7', '3-8', '4-8', '4-9', '4-10', '5-10', '5-11', '6-11', '7-11', '7-12', '8-12', '9-12', '9-13', '10-13', '11-13', '12-13', '13-13', '13-14', '14-14', '15-14', '15-15', '16-15', '16-16', '17-16', '17-17', '18-17', '18-18', '19-18', '19-19', '20-19', '21-19']",7,4,1,0,"['0-0', '1-0', '2-0', '2-1', '2-2', '3-2', '3-3', '3-4', '4-4', '4-5', '5-5', '6-5', '6-6', '6-7', '7-7', '8-7', '8-8', '9-8', '9-9', '9-10', '10-10', '11-10', '12-10', '13-10', '14-10', '15-10', '16-10', '16-11', '16-12', '17-12', '17-13', '17-14', '17-15', '17-16', '18-16', '19-16', '20-16', '21-16']",NA,NA,NA,NA,[]
